LoanID,CustomerAge,Income,LoanAmount,InterestRate,TermMonths,CreditScore,OriginationDate,Defaulted,DefaultDate,DTI,LTI,AgeGroup,TimeToDefaultMonths,OriginationMonth,GDP_Growth,Unemployment_Rate,Inflation_Rate,GDP_Growth_3MAvg,Unemployment_3MAvg,Inflation_3MAvg
L00027,57,117504,35562,7.77,12,673,2023-08-29,0,,0.3026450163398693,0.3026450163398693,50s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.5217881940193556
L00028,44,88840,49576,7.55,24,567,2024-04-03,0,,0.5580369203061684,0.5580369203061684,40s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136
L00029,22,109474,26664,6.07,48,380,2024-05-08,0,,0.2435646820249557,0.2435646820249557,20s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295
L00030,22,123041,49645,4.46,36,524,2022-06-08,0,,0.4034833917149568,0.4034833917149568,20s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663
L00031,22,107092,41559,11.74,36,546,2023-07-31,0,,0.3880682030403765,0.3880682030403765,20s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.1532028809365036,5.174889285240408,2.426629539977202
L00032,31,129751,15688,14.2,24,579,2024-04-29,0,,0.12090850937565029,0.12090850937565029,30s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136
L00033,54,85733,26509,11.5,24,443,2023-03-06,0,,0.30920415709236815,0.30920415709236815,50s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L00034,26,71663,18708,16.02,36,702,2023-10-16,1,2025-12-27,0.26105521677853283,0.26105521677853283,20s,27.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327206,4.933524106262756,2.652395419426751
L00035,39,31411,5911,5.35,12,788,2024-02-13,0,,0.18818248384323963,0.18818248384323963,30s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134
L00036,59,120689,14111,5.93,12,772,2023-04-30,0,,0.11692034899618027,0.11692034899618027,50s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766
L00037,51,105981,33306,7.2,48,443,2023-10-07,0,,0.3142638774874742,0.3142638774874742,50s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327206,4.933524106262756,2.652395419426751
L00038,69,22049,34616,5.3,12,752,2022-12-20,1,2023-07-10,1.5699578212163816,1.5699578212163816,60s,7.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609
L00039,29,27400,45642,14.16,36,430,2022-09-09,1,2025-07-11,1.6657664233576643,1.6657664233576643,20s,35.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253
L00040,53,32183,32299,5.18,36,719,2022-10-23,1,2024-11-30,1.003604387409502,1.003604387409502,50s,26.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.3880478651371675,2.413916357481154
L00041,40,143133,5557,17.16,60,452,2022-09-30,1,2024-12-08,0.0388240307965319,0.0388240307965319,30s,27.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253
L00042,66,139121,14969,13.69,36,460,2022-09-27,0,,0.10759698392047211,0.10759698392047211,60s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253
L00043,34,111412,24295,14.45,12,691,2023-07-17,0,,0.218064481384411,0.218064481384411,30s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.1532028809365036,5.174889285240408,2.426629539977202
L00044,37,90271,47064,11.6,48,769,2023-09-18,1,2025-03-04,0.5213634500559426,0.5213634500559426,30s,18.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565
L00045,66,136381,17373,17.7,60,737,2022-10-07,0,,0.12738577954407138,0.12738577954407138,60s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.3880478651371675,2.413916357481154
L00046,47,69377,35352,12.08,12,780,2023-02-05,1,2023-02-06,0.5095636882540323,0.5095636882540323,40s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.1954296068385357,5.709865222129474,2.5840924723433916
L00047,68,65714,40410,14.76,48,811,2023-03-05,0,,0.6149374562498098,0.6149374562498098,60s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L00048,48,38589,46484,7.91,12,817,2023-03-12,0,,1.204591982171085,1.204591982171085,40s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L00049,61,53828,21711,8.63,60,601,2023-05-18,0,,0.4033402690049788,0.4033402690049788,60s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864
L00050,55,86235,3190,8.28,36,460,2024-02-03,1,2026-04-05,0.03699194062735548,0.03699194062735548,50s,26.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134
L00051,38,54584,35745,17.11,60,622,2022-06-11,0,,0.6548622306903121,0.6548622306903121,30s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663
L00052,44,131217,10455,13.4,36,454,2023-01-17,0,,0.07967717597567388,0.07967717597567388,40s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186
L00053,46,86320,30751,13.76,60,545,2024-03-26,0,,0.35624420759962927,0.35624420759962927,40s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.3739062561989357,5.360597561089043,2.221815312843654
L00054,49,25801,22190,9.88,24,707,2022-11-11,0,,0.8600441843339406,0.8600441843339406,40s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.4820416273310797,6.3020746040491735,2.4701808206419096
L00055,27,109912,48091,15.18,12,620,2023-07-19,1,2024-07-03,0.4375409418443846,0.4375409418443846,20s,12.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.1532028809365036,5.174889285240408,2.426629539977202
L00056,66,90031,13893,16.46,12,770,2023-06-18,0,,0.15431351423398607,0.15431351423398607,60s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.7579101610323917
L00057,54,98657,13966,13.41,24,350,2024-01-12,0,,0.14156116646563346,0.14156116646563346,50s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.9643035410785916,6.45362652850156,2.2956399972246384
L00058,42,75609,34289,4.43,36,353,2024-03-21,0,,0.45350421246147943,0.45350421246147943,40s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.3739062561989357,5.360597561089043,2.221815312843654
L00059,57,133632,17599,14.78,12,304,2023-04-26,0,,0.13169749760536398,0.13169749760536398,50s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766
L00060,26,86412,35093,11.57,24,568,2023-11-17,0,,0.4061125769569041,0.4061125769569041,20s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309001,5.466521384637438,2.606730523216602
L00061,62,103613,29258,15.13,12,357,2023-03-19,1,2023-11-22,0.28237769391871675,0.28237769391871675,60s,8.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L00062,57,52217,11308,5.13,48,426,2022-06-12,0,,0.2165578259953655,0.2165578259953655,50s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663
L00063,21,86617,32305,6.19,36,395,2022-12-08,0,,0.3729637369107681,0.3729637369107681,20s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609
L00064,68,40056,48543,17.08,48,571,2023-08-11,0,,1.2118783702816058,1.2118783702816058,60s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.5217881940193556
L00065,25,133429,11130,7.47,36,734,2022-11-25,0,,0.08341514963014038,0.08341514963014038,20s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.4820416273310797,6.3020746040491735,2.4701808206419096
L00066,49,81389,12435,4.64,24,393,2023-12-18,0,,0.15278477435525686,0.15278477435525686,40s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.2727769536617015
L00067,25,115435,46919,5.37,36,731,2024-03-30,1,2026-05-24,0.40645384848616106,0.40645384848616106,20s,26.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.3739062561989357,5.360597561089043,2.221815312843654
L00068,56,82752,40220,9.58,36,821,2022-12-09,1,2024-11-14,0.4860305491105955,0.4860305491105955,50s,24.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609
L00069,56,88385,43158,4.21,24,741,2024-02-21,1,2024-11-09,0.48829552525881087,0.48829552525881087,50s,9.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134
L00070,25,36364,7611,12.62,36,635,2022-06-25,0,,0.20930040699593003,0.20930040699593003,20s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663
L00071,69,69115,28471,12.91,12,679,2024-02-10,0,,0.41193662736019676,0.41193662736019676,60s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134
L00072,63,140420,41155,9.41,60,716,2022-08-26,0,,0.2930850306224185,0.2930850306224185,60s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807
L00073,63,109643,23764,4.97,24,601,2024-03-01,0,,0.21673978274946873,0.21673978274946873,60s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.3739062561989357,5.360597561089043,2.221815312843654
L00074,55,47350,30472,13.18,60,717,2023-02-05,0,,0.6435480464625132,0.6435480464625132,50s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.1954296068385357,5.709865222129474,2.5840924723433916
L00075,27,23267,20209,13.75,24,792,2024-05-14,0,,0.8685692182060429,0.8685692182060429,20s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295
L00076,56,53496,26548,7.95,24,693,2023-07-07,1,2024-07-10,0.49626140272169883,0.49626140272169883,50s,12.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.1532028809365036,5.174889285240408,2.426629539977202
L00077,44,67295,20506,9.78,48,395,2023-08-27,0,,0.3047180325432796,0.3047180325432796,40s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.5217881940193556
L00078,52,81476,47811,10.01,48,824,2023-07-14,0,,0.5868108400019638,0.5868108400019638,50s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.1532028809365036,5.174889285240408,2.426629539977202
L00079,55,41352,49352,11.48,36,641,2023-09-20,0,,1.1934610176049527,1.1934610176049527,50s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565
L00080,39,67280,16923,4.15,60,532,2022-07-31,0,,0.25153091557669444,0.25153091557669444,30s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186
L00081,29,55270,20101,13.47,24,805,2022-12-16,1,2023-07-07,0.36368735299439114,0.36368735299439114,20s,7.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609
L00082,25,141954,40259,8.6,36,768,2023-12-10,0,,0.28360595685926426,0.28360595685926426,20s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.2727769536617015
L00083,43,86703,30192,5.59,12,341,2022-07-06,0,,0.3482232448704197,0.3482232448704197,40s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186
L00084,34,146174,40497,10.18,24,514,2024-01-25,1,2025-02-24,0.27704653358326375,0.27704653358326375,30s,13.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.9643035410785916,6.45362652850156,2.2956399972246384
L00085,31,26801,40614,6.0,12,373,2024-03-03,0,,1.5153912167456438,1.5153912167456438,30s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.3739062561989357,5.360597561089043,2.221815312843654
L00086,37,97052,47261,5.18,36,467,2023-03-14,1,2023-03-24,0.4869657503194164,0.4869657503194164,30s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L00087,47,39065,20924,11.19,48,721,2023-03-11,0,,0.5356201203123,0.5356201203123,40s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L00088,68,62348,29432,16.33,36,810,2023-10-04,1,2023-10-12,0.47206005004170143,0.47206005004170143,60s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327206,4.933524106262756,2.652395419426751
L00089,65,111267,38909,13.91,12,744,2023-10-07,1,2023-10-12,0.3496903843906998,0.3496903843906998,60s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327206,4.933524106262756,2.652395419426751
L00090,59,138874,28289,16.69,24,338,2024-05-01,0,,0.20370263692267812,0.20370263692267812,50s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295
L00091,65,24748,24233,10.56,60,357,2023-07-09,0,,0.9791902375949572,0.9791902375949572,60s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.1532028809365036,5.174889285240408,2.426629539977202
L00092,28,33116,28470,13.09,36,300,2023-06-05,0,,0.8597052784152676,0.8597052784152676,20s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.7579101610323917
L00093,48,81629,3504,9.25,24,668,2024-02-29,0,,0.042925920934961836,0.042925920934961836,40s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134
L00094,53,123333,49196,17.49,48,472,2022-07-06,0,,0.3988875645609853,0.3988875645609853,50s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186
L00095,41,40559,30509,16.95,48,528,2023-05-06,0,,0.7522128257600039,0.7522128257600039,40s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864
L00096,39,33843,47472,11.32,48,532,2024-01-29,0,,1.4027125254853292,1.4027125254853292,30s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.9643035410785916,6.45362652850156,2.2956399972246384
L00097,35,72638,45356,13.76,24,558,2022-06-14,0,,0.6244114650733775,0.6244114650733775,30s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663
L00098,31,98859,37121,17.31,36,657,2023-12-23,1,2026-03-05,0.37549439100132515,0.37549439100132515,30s,27.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.2727769536617015
L00099,48,139156,32703,6.38,24,389,2024-01-07,0,,0.23500962948058293,0.23500962948058293,40s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.9643035410785916,6.45362652850156,2.2956399972246384
L00100,48,47355,40732,17.64,24,801,2023-07-02,0,,0.8601414845317285,0.8601414845317285,40s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.1532028809365036,5.174889285240408,2.426629539977202
L00101,29,98752,38547,7.79,60,846,2023-03-31,0,,0.39034146143875564,0.39034146143875564,20s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L00102,38,76178,7804,12.59,60,749,2022-12-17,1,2024-07-19,0.1024442752500722,0.1024442752500722,30s,19.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609
L00103,50,43793,32548,6.31,36,673,2023-02-03,0,,0.743223802890873,0.743223802890873,40s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.1954296068385357,5.709865222129474,2.5840924723433916
L00104,52,131854,26833,9.33,60,760,2022-08-14,1,2025-04-15,0.20350539232787782,0.20350539232787782,50s,32.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807
L00105,61,125570,11702,7.83,48,817,2023-12-26,0,,0.0931910488173927,0.0931910488173927,60s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.2727769536617015
L00106,25,118142,12860,17.95,60,736,2023-01-18,0,,0.10885205938616241,0.10885205938616241,20s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186
L00107,57,24809,35201,9.29,48,384,2023-07-06,0,,1.4188802450723528,1.4188802450723528,50s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.1532028809365036,5.174889285240408,2.426629539977202
L00108,66,54816,48106,7.85,36,745,2023-06-24,0,,0.8775904845300642,0.8775904845300642,60s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.7579101610323917
L00109,60,128319,29657,9.01,24,371,2023-04-22,1,2023-11-10,0.23111931982013575,0.23111931982013575,50s,7.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766
L00110,54,81877,46125,15.64,24,605,2023-07-15,0,,0.5633450175262894,0.5633450175262894,50s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.1532028809365036,5.174889285240408,2.426629539977202
L00111,64,126884,27285,15.09,60,700,2022-07-11,1,2026-09-12,0.21503893319882728,0.21503893319882728,60s,51.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186
L00112,67,35254,47238,14.99,48,374,2023-02-04,0,,1.3399330572417314,1.3399330572417314,60s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.1954296068385357,5.709865222129474,2.5840924723433916
L00113,58,85215,16051,17.73,12,605,2023-09-24,0,,0.18835885700874258,0.18835885700874258,50s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565
L00114,50,45934,26386,5.27,12,607,2022-07-16,0,,0.5744328819610746,0.5744328819610746,40s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186
L00115,53,117239,45318,9.55,12,405,2022-07-09,0,,0.38654372691681094,0.38654372691681094,50s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186
L00116,25,123196,42811,10.43,24,700,2023-03-04,1,2024-07-05,0.34750316568719763,0.34750316568719763,20s,16.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L00117,40,145911,39932,17.72,24,352,2023-03-08,0,,0.2736736777898856,0.2736736777898856,30s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L00118,63,147018,15015,8.78,48,410,2024-01-24,0,,0.10213035138554463,0.10213035138554463,60s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.9643035410785916,6.45362652850156,2.2956399972246384
L00119,36,91774,9090,5.94,60,819,2023-04-20,0,,0.09904766055745635,0.09904766055745635,30s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766
