LoanID,CustomerAge,Income,LoanAmount,InterestRate,TermMonths,CreditScore,OriginationDate,Defaulted,DefaultDate,DTI,LTI,AgeGroup,TimeToDefaultMonths,OriginationMonth,GDP_Growth,Unemployment_Rate,Inflation_Rate,GDP_Growth_3MAvg,Unemployment_3MAvg,Inflation_3MAvg,PD,LGD,EAD
L00019,25,142073,36270,14.79,60,692,2023-03-30,1,2026-11-21,0.2552912939122845,0.2552912939122845,20s,44.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.67,0.1073743797944695,36163.4744409938
L00020,46,142409,26419,5.51,24,540,2023-06-20,0,,0.1855149604308716,0.1855149604308716,40s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.1,0.2580021217572714,25222.15710376142
L00021,52,107939,21141,5.95,60,530,2023-04-24,0,,0.195860624982629,0.195860624982629,50s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.2,0.22523897744898413,21914.17592221978
L00022,63,139324,36827,17.2,48,542,2024-01-23,0,,0.2643263185093738,0.2643263185093738,60s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.02,0.3057529041381639,36960.44974017513
L00023,22,129225,45557,12.87,24,327,2022-06-14,0,,0.352540143161153,0.352540143161153,20s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.11,0.31761859878196125,44257.673117611215
L00024,40,68925,45941,11.55,48,805,2022-10-30,0,,0.6665360899528473,0.6665360899528473,30s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.33,0.32754863788725497,46104.35289572832
L00025,45,64262,26776,7.81,60,582,2023-01-03,0,,0.4166692602159907,0.4166692602159907,40s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.05,0.3053065001894717,26464.74661099007
L00026,33,75016,12474,4.1,36,755,2024-01-18,0,,0.1662845259677935,0.1662845259677935,30s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.2,0.3220324556243728,12116.473001543427
L00027,57,117504,35562,7.77,12,673,2023-08-29,0,,0.3026450163398693,0.3026450163398693,50s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.08,0.23763019579176362,34970.20129699949
L00028,44,88840,49576,7.55,24,567,2024-04-03,0,,0.5580369203061684,0.5580369203061684,40s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.15,0.3248435462540477,49959.56759818653
L00029,22,109474,26664,6.07,48,380,2024-05-08,0,,0.2435646820249557,0.2435646820249557,20s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.08,0.2401587674291186,26392.19607285686
L00030,22,123041,49645,4.46,36,524,2022-06-08,0,,0.4034833917149568,0.4034833917149568,20s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.12,0.313856874741729,50107.99213423283
L00031,22,107092,41559,11.74,36,546,2023-07-31,0,,0.3880682030403765,0.3880682030403765,20s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.13,0.24274131186519873,41359.89987630721
L00032,31,129751,15688,14.2,24,579,2024-04-29,0,,0.1209085093756502,0.1209085093756502,30s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.24,0.28951083967587726,15215.474001794697
L00033,54,85733,26509,11.5,24,443,2023-03-06,0,,0.3092041570923681,0.3092041570923681,50s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.05,0.25768949151498505,26510.371639155845
L00034,26,71663,18708,16.02,36,702,2023-10-16,1,2025-12-27,0.2610552167785328,0.2610552167785328,20s,27.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.66,0.3829895352283069,19833.487415049145
L00035,39,31411,5911,5.35,12,788,2024-02-13,0,,0.1881824838432396,0.1881824838432396,30s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.11,0.2477657506768809,5798.617935478495
L00036,59,120689,14111,5.93,12,772,2023-04-30,0,,0.1169203489961802,0.1169203489961802,50s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.16,0.2634251925193658,14881.724787429843
L00037,51,105981,33306,7.2,48,443,2023-10-07,0,,0.3142638774874742,0.3142638774874742,50s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.03,0.2592151842408289,32726.725946549977
L00038,69,22049,34616,5.3,12,752,2022-12-20,1,2023-07-10,1.5699578212163816,1.5699578212163816,60s,7.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.63,0.19530547761968983,33676.912697334184
L00039,29,27400,45642,14.16,36,430,2022-09-09,1,2025-07-11,1.6657664233576643,1.6657664233576643,20s,35.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.21,0.31340620568397687,45070.613312453956
L00040,53,32183,32299,5.18,36,719,2022-10-23,1,2024-11-30,1.003604387409502,1.003604387409502,50s,26.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.64,0.2733077196074726,30829.29472989787
L00041,40,143133,5557,17.16,60,452,2022-09-30,1,2024-12-08,0.0388240307965319,0.0388240307965319,30s,27.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.42,0.18339073685760313,5463.494719886787
L00042,66,139121,14969,13.69,36,460,2022-09-27,0,,0.1075969839204721,0.1075969839204721,60s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.05,0.34030445176445767,15359.652816958922
L00043,34,111412,24295,14.45,12,691,2023-07-17,0,,0.218064481384411,0.218064481384411,30s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.04,0.25765015574269684,24144.280032524883
L00044,37,90271,47064,11.6,48,769,2023-09-18,1,2025-03-04,0.5213634500559426,0.5213634500559426,30s,18.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.75,0.1796574459970355,47104.45457275421
L00045,66,136381,17373,17.7,60,737,2022-10-07,0,,0.1273857795440713,0.1273857795440713,60s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.3,0.2798068923418068,17188.663123012706
L00046,47,69377,35352,12.08,12,780,2023-02-05,1,2023-02-06,0.5095636882540323,0.5095636882540323,40s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.73,0.40143769991437617,34503.13233062427
L00047,68,65714,40410,14.76,48,811,2023-03-05,0,,0.6149374562498098,0.6149374562498098,60s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.43,0.33040339882741515,41683.081418059825
L00048,48,38589,46484,7.91,12,817,2023-03-12,0,,1.204591982171085,1.204591982171085,40s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.13,0.30233250418949387,45854.18751493536
L00049,61,53828,21711,8.63,60,601,2023-05-18,0,,0.4033402690049788,0.4033402690049788,60s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.09,0.3527932847985879,22776.830768905078
L00050,55,86235,3190,8.28,36,460,2024-02-03,1,2026-04-05,0.0369919406273554,0.0369919406273554,50s,26.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.79,0.24041040789335477,3201.025593037623
L00051,38,54584,35745,17.11,60,622,2022-06-11,0,,0.6548622306903121,0.6548622306903121,30s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.21,0.2610157663052545,35086.917076725054
L00052,44,131217,10455,13.4,36,454,2023-01-17,0,,0.0796771759756738,0.0796771759756738,40s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.02,0.2700369769797718,10814.202450493965
L00053,46,86320,30751,13.76,60,545,2024-03-26,0,,0.3562442075996292,0.3562442075996292,40s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.11,0.22776957560252367,30747.54466380249
L00054,49,25801,22190,9.88,24,707,2022-11-11,0,,0.8600441843339406,0.8600441843339406,40s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.02,0.24787123535081768,22826.49433033893
L00055,27,109912,48091,15.18,12,620,2023-07-19,1,2024-07-03,0.4375409418443846,0.4375409418443846,20s,12.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.63,0.2667045962427872,50152.91149693725
L00056,66,90031,13893,16.46,12,770,2023-06-18,0,,0.154313514233986,0.154313514233986,60s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.25,0.26804016980082507,14815.225160502843
L00057,54,98657,13966,13.41,24,350,2024-01-12,0,,0.1415611664656334,0.1415611664656334,50s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.11,0.25963456714832833,14093.20167922667
L00058,42,75609,34289,4.43,36,353,2024-03-21,0,,0.4535042124614794,0.4535042124614794,40s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.05,0.21737296494267144,34084.59846796432
L00059,57,133632,17599,14.78,12,304,2023-04-26,0,,0.1316974976053639,0.1316974976053639,50s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.09,0.3015039149013657,17947.395940841987
L00060,26,86412,35093,11.57,24,568,2023-11-17,0,,0.4061125769569041,0.4061125769569041,20s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.4,0.22666577242537334,33806.81018433515
L00061,62,103613,29258,15.13,12,357,2023-03-19,1,2023-11-22,0.2823776939187167,0.2823776939187167,60s,8.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.75,0.4279502538499403,27938.587601113104
L00062,57,52217,11308,5.13,48,426,2022-06-12,0,,0.2165578259953655,0.2165578259953655,50s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.17,0.2711528295603621,11750.4037399407
L00063,21,86617,32305,6.19,36,395,2022-12-08,0,,0.3729637369107681,0.3729637369107681,20s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.2,0.31482940725686803,32270.742807468643
L00064,68,40056,48543,17.08,48,571,2023-08-11,0,,1.2118783702816058,1.2118783702816058,60s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.04,0.30905992032660506,47992.54579322399
L00065,25,133429,11130,7.47,36,734,2022-11-25,0,,0.0834151496301403,0.0834151496301403,20s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.28,0.4098887796214643,11064.91516502506
L00066,49,81389,12435,4.64,24,393,2023-12-18,0,,0.1527847743552568,0.1527847743552568,40s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.07,0.2866956408974007,12126.873854466256
L00067,25,115435,46919,5.37,36,731,2024-03-30,1,2026-05-24,0.406453848486161,0.406453848486161,20s,26.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.62,0.21798665847103688,43930.086866580714
L00068,56,82752,40220,9.58,36,821,2022-12-09,1,2024-11-14,0.4860305491105955,0.4860305491105955,50s,24.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.28,0.39699952603153527,41835.51492919561
L00069,56,88385,43158,4.21,24,741,2024-02-21,1,2024-11-09,0.4882955252588108,0.4882955252588108,50s,9.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.71,0.2963886488067775,44150.26818333467
L00070,25,36364,7611,12.62,36,635,2022-06-25,0,,0.20930040699593,0.20930040699593,20s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.07,0.2589639996255091,7361.958971508547
L00071,69,69115,28471,12.91,12,679,2024-02-10,0,,0.4119366273601967,0.4119366273601967,60s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.1,0.37791380534990565,28417.571508698977
L00072,63,140420,41155,9.41,60,716,2022-08-26,0,,0.2930850306224185,0.2930850306224185,60s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.08,0.3270265450959279,41345.479445155266
L00073,63,109643,23764,4.97,24,601,2024-03-01,0,,0.2167397827494687,0.2167397827494687,60s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.2,0.2874938294252929,23583.03070017725
L00074,55,47350,30472,13.18,60,717,2023-02-05,0,,0.6435480464625132,0.6435480464625132,50s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.03,0.3351776476254137,30638.464116704115
L00075,27,23267,20209,13.75,24,792,2024-05-14,0,,0.8685692182060429,0.8685692182060429,20s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.07,0.27885587299485975,19938.605706469003
L00076,56,53496,26548,7.95,24,693,2023-07-07,1,2024-07-10,0.4962614027216988,0.4962614027216988,50s,12.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.08,0.2877810436725525,27593.6219242227
L00077,44,67295,20506,9.78,48,395,2023-08-27,0,,0.3047180325432796,0.3047180325432796,40s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.1,0.2948668063657337,20336.780856096248
L00078,52,81476,47811,10.01,48,824,2023-07-14,0,,0.5868108400019638,0.5868108400019638,50s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.12,0.3286154436796452,48153.31532195384
L00079,55,41352,49352,11.48,36,641,2023-09-20,0,,1.1934610176049527,1.1934610176049527,50s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.12,0.3109072433174394,49867.39125292931
L00080,39,67280,16923,4.15,60,532,2022-07-31,0,,0.2515309155766944,0.2515309155766944,30s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.04,0.21559684326225717,16616.514452882002
L00081,29,55270,20101,13.47,24,805,2022-12-16,1,2023-07-07,0.3636873529943911,0.3636873529943911,20s,7.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.79,0.3188898339791802,20341.64195035692
L00082,25,141954,40259,8.6,36,768,2023-12-10,0,,0.2836059568592642,0.2836059568592642,20s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.37,0.25072885235095366,41141.8078169255
L00083,43,86703,30192,5.59,12,341,2022-07-06,0,,0.3482232448704197,0.3482232448704197,40s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.06,0.26317741495806646,31487.625539494067
L00084,34,146174,40497,10.18,24,514,2024-01-25,1,2025-02-24,0.2770465335832637,0.2770465335832637,30s,13.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.77,0.3692134209940383,42135.21612337617
L00085,31,26801,40614,6.0,12,373,2024-03-03,0,,1.5153912167456438,1.5153912167456438,30s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.3,0.25852079816862245,41122.746582278065
L00086,37,97052,47261,5.18,36,467,2023-03-14,1,2023-03-24,0.4869657503194164,0.4869657503194164,30s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.27,0.24088797702456952,46568.2505165121
L00087,47,39065,20924,11.19,48,721,2023-03-11,0,,0.5356201203123,0.5356201203123,40s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.07,0.35352950115492354,21456.015987625313
L00088,68,62348,29432,16.33,36,810,2023-10-04,1,2023-10-12,0.4720600500417014,0.4720600500417014,60s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.73,0.44744325229620896,30113.54651753888
L00089,65,111267,38909,13.91,12,744,2023-10-07,1,2023-10-12,0.3496903843906998,0.3496903843906998,60s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.71,0.25576615034777717,39927.5139146157
L00090,59,138874,28289,16.69,24,338,2024-05-01,0,,0.2037026369226781,0.2037026369226781,50s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.1,0.2871993535193193,29121.267467716207
L00091,65,24748,24233,10.56,60,357,2023-07-09,0,,0.9791902375949572,0.9791902375949572,60s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.05,0.24525844195533864,24303.282194015203
L00092,28,33116,28470,13.09,36,300,2023-06-05,0,,0.8597052784152676,0.8597052784152676,20s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.39,0.2840626589056488,28382.62348913065
L00093,48,81629,3504,9.25,24,668,2024-02-29,0,,0.0429259209349618,0.0429259209349618,40s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.31,0.2117012010478353,3437.260732247673
L00094,53,123333,49196,17.49,48,472,2022-07-06,0,,0.3988875645609853,0.3988875645609853,50s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.06,0.35293959291963206,49666.54603892943
L00095,41,40559,30509,16.95,48,528,2023-05-06,0,,0.7522128257600039,0.7522128257600039,40s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.06,0.2778737931968049,29747.373194423344
L00096,39,33843,47472,11.32,48,532,2024-01-29,0,,1.4027125254853292,1.4027125254853292,30s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.07,0.2628090917699219,45448.4676911538
L00097,35,72638,45356,13.76,24,558,2022-06-14,0,,0.6244114650733775,0.6244114650733775,30s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.05,0.24223976583215062,43846.25425269414
L00098,31,98859,37121,17.31,36,657,2023-12-23,1,2026-03-05,0.3754943910013251,0.3754943910013251,30s,27.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.69,0.3085317164404699,37859.72847490478
L00099,48,139156,32703,6.38,24,389,2024-01-07,0,,0.2350096294805829,0.2350096294805829,40s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.09,0.2717468102648219,32050.149892433008
L00100,48,47355,40732,17.64,24,801,2023-07-02,0,,0.8601414845317285,0.8601414845317285,40s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.15,0.3665049691734826,41274.475778692155
